    ,0                 ,1
1834,溢乳                ,2
1835,大三阳               ,2
1836,阵发性室上心动过速         ,2
1837,WT停药              ,2
1838,AFP增高             ,2
1839,胃食管返流             ,2
1840,YST               ,2
1841,血红蛋白Eβ            ,2
1842,支气管异物取出术后         ,2
1843,结核待排              ,2
1844,BECT              ,2
1845,肛门口皮赘             ,2
1846,习惯性叹气             ,2
1847,皮肤色素脱失斑           ,2
1848,颈部偏斜              ,2
1849,双眼浮肿              ,2
1850,先心                ,2
1851,咽结合膜热             ,2
1852,精神发育迟滞NOS         ,2
1853,口腔疱疹              ,2
1854,下肢无力              ,2
1855,类风关               ,2
1856,周                 ,2
1857,急性化扁              ,2
1858,HLH造血干细胞移植后       ,2
1859,过敏性肠炎             ,2
1860,家长要求消号            ,2
1861,阵发性室上速            ,2
1862,惊厥                ,2
1863,脚痛                ,2
1864,麻疹                ,2
1865,皮肤瘙痒症             ,2
1866,臀红                ,2
1867,下肢趾端疼痛            ,2
1868,睡眠行为              ,2
1869,房性逸博心律            ,2
1870,心内膜炎              ,2
1871,性格障碍              ,2
1872,乙肝肾炎              ,2
1873,直立倾斜障碍            ,2
1874,重型血友病甲            ,2
1875,十二指肠球部浅溃疡         ,2
1876,法四术后              ,2
1877,铁缺乏               ,2
1878,EBV相关性传染性单核细胞增多症  ,2
1879,缺乏                ,2
1880,肝脏长大原因            ,2
1881,消化不良要求开药          ,2
1882,体重增速减缓            ,2
1883,皮肤疱疹              ,2
1884,髋关节发育异常           ,1
1885,肺炎已愈              ,1
1886,血液科门诊就诊           ,1
1887,脑萎缩               ,1
1888,高危型               ,1
1889,肠套叠复位术后           ,1
1890,自幼左侧眼裂较右侧眼裂小      ,1
1891,胆管炎               ,1
1892,皮肤脓疮              ,1
1893,短阵室速              ,1
1894,高原反应              ,1
1895,幼儿外阴炎             ,1
1896,中上腹痛              ,1
1897,β双重杂合子            ,1
1898,气粗                ,1
1899,打鼾咨询              ,1
1900,下唇淤血              ,1
1901,IgA肾病中            ,1
1902,皮疹原因              ,1
1903,FS                ,1
1904,阴毛早现              ,1
1905,膀胱右前方囊性占位         ,1
1906,轻型β地贫             ,1
1907,过敏原皮炎             ,1
1908,巩膜炎               ,1
1909,三系降低原因            ,1
1910,细菌性急性上呼吸道感染       ,1
1911,先天性胆总管囊肿术后        ,1
1912,肠炎咨询              ,1
1913,下肢包块原因            ,1
1914,肋缘外翻原因            ,1
1915,感觉统合障碍            ,1
1916,语言发育落后改善          ,1
1917,先天性白内障术后          ,1
1918,四肢活动异常            ,1
1919,胎儿心脏冠状静脉窦扩张       ,1
1920,腹泻便秘交替            ,1
1921,饮食行为              ,1
1922,细菌型               ,1
1923,胃翻转               ,1
1924,盆腔包块              ,1
1925,原因                ,1
1926,双足扁平足             ,1
1927,假月经               ,1
1928,下肢活动受限原因待排        ,1
1929,朗格汉氏细胞增多          ,1
1930,左侧侧脑室稍增宽          ,1
1931,喂养行为              ,1
1932,颈部结核性淋巴结炎         ,1
1933,男性乳腺发育            ,1
1934,腭裂术后              ,1
1935,乳头硬结              ,1
1936,发育不对称             ,1
1937,门静脉高压             ,1
1938,左下肢蜂窝组织炎          ,1
1939,肝炎综合症             ,1
1940,臂丛神经损伤            ,1
1941,跑步姿势异常            ,1
1942,双足                ,1
1943,左侧前胸疼痛            ,1
1944,脾脏大               ,1
1945,幼儿喘息              ,1
1946,左侧上下肢体肥大          ,1
1947,VD水平低             ,1
1948,多汗症               ,1
1949,单纯疱疹感染            ,1
1950,溃疡性直肠炎            ,1
1951,右下肢皮肤淡紫斑          ,1
1952,泪囊堵塞              ,1
1953,体液免疫异常原因          ,1
1954,疝气术后              ,1
1955,Tyr血症             ,1
1956,类风湿               ,1
1957,慢性炎症性脱髓鞘性多发性神经病   ,1
1958,IgA肾病开药           ,1
1959,朗格汉斯细胞组织细胞增多症复发   ,1
1960,已入院               ,1
1961,脑干脑炎              ,1
1962,肺曲霉菌病             ,1
1963,发现                ,1
1964,耐药性               ,1
1965,家属强烈要求提前就诊        ,1
1966,手足心汗多             ,1
1967,TR                ,1
1968,病脑重症              ,1
1969,弥散性轴索损伤           ,1
1970,重型手足口病            ,1
1971,院外诊断              ,1
1972,动脉导管未闭介入后         ,1
1973,房缺自然关闭            ,1
1974,IgE增高             ,1
1975,右腰部毛细血管瘤          ,1
1976,第四脑室稍增宽           ,1
1977,钙低标准              ,1
1978,其他                ,1
1979,癫痫咨询              ,1
1980,贫血原因              ,1
1981,会阴皮疹              ,1
1982,双膝踝关节酸痛           ,1
1983,TSH增高             ,1
1984,癫性发作              ,1
1985,胎儿心律不齐咨询          ,1
1986,腮腺肿胀原因            ,1
1987,寄生虫               ,1
1988,头痛复诊              ,1
1989,癫痫电发放频繁           ,1
1990,多发性软骨瘤            ,1
1991,扁桃体增大             ,1
1992,肠预激综合症            ,1
1993,β地中海贫血轻型          ,1
1994,主动脉二叶式畸形          ,1
1995,乳腺发育异常            ,1
1996,脐疝咨询              ,1
1997,腰部部包块             ,1
1998,今日患儿不来就诊          ,1
1999,扁平头               ,1
2000,右侧颈部静脉窦           ,1
2001,心房颤动              ,1
2002,室前区收缩             ,1
2003,复杂性先心病            ,1
2004,阴茎睾丸发育不良          ,1
2005,先天性心脏病室间隔缺损术后     ,1
2006,语言智力发育落后          ,1
2007,叹气样呼吸原因           ,1
2008,运动稍落后             ,1
2009,面颊肿痛原因            ,1
2010,白细胞低              ,1
2011,心脏杂音复查            ,1
2012,左侧腹股沟协疝           ,1
2013,大便控制稍差            ,1
2014,脐带未脱              ,1
2015,主动脉右冠窦窦瘤          ,1
2016,Q                 ,1
2017,右臀部血管瘤            ,1
2018,重度肺动脉瓣狭窄术后        ,1
2019,虫咬后皮炎             ,1
2020,先天性无肛术后           ,1
2021,肘关节疼痛             ,1
2022,复发型               ,1
2023,血常规增高             ,1
2024,小细胞低色素性贫血         ,1
2025,夜间哭吵              ,1
2026,左手拇指腱鞘炎           ,1
2027,双肘关节异常            ,1
2028,溃疡性咽炎             ,1
2029,胰腺假性囊肿            ,1
2030,I级                ,1
2031,孕                 ,1
2032,血锌降低              ,1
2033,运动诱发肌张力障碍         ,1
2034,左肾静脉压迫综合征         ,1
2035,口腔异味              ,1
2036,肺气肿               ,1
2037,双下肢不对称            ,1
2038,喉鸣原因              ,1
2039,右大腿囊肿             ,1
2040,包哦皮过长             ,1
2041,神经性生长激素分泌延迟       ,1
2042,牙痛                ,1
2043,髓肉瘤               ,1
2044,肺动脉瓣狭窄球囊扩张术后再狭窄   ,1
2045,高位隐睾              ,1
2046,右侧室管膜囊肿           ,1
2047,臀部凹陷              ,1
2048,室性早搏原因            ,1
2049,额部结节              ,1
2050,骶尾部皮赘             ,1
2051,苯丙酮尿症             ,1
2052,激素耐药              ,1
2053,胆汁酸代谢异常           ,1
2054,胃窦为主              ,1
2055,左室重度发育不良          ,1
2056,阴道分泌物             ,1
2057,家属挂错号             ,1
2058,高IgE血症            ,1
2059,佝偻病复诊             ,1
2060,左侧腹股沟疝术后复发        ,1
2061,腹泻复诊              ,1
2062,双侧耳后淋巴结炎          ,1
2063,右手腕疼痛             ,1
2064,头晕原因              ,1
2065,双顶部头颅血肿           ,1
2066,肝脏钙化灶             ,1
2067,轮状病毒感染            ,1
2068,精神运动              ,1
2069,要求开康复综合评估         ,1
2070,精神差原因             ,1
2071,假性膜部瘤形成           ,1
2072,颌下囊肿              ,1
2073,阵发性抽搐             ,1
2074,蜂蜇伤               ,1
2075,先天性房缺             ,1
2076,右腿包块              ,1
2077,烟雾病               ,1
2078,左足下垂              ,1
2079,胎儿心脏横纹肌瘤          ,1
2080,左耳前淋巴结炎           ,1
2081,病理性黄疸             ,1
2082,已换卡               ,1
2083,左侧颌下肿痛            ,1
2084,III期化疗后           ,1
2085,多发实性占位            ,1
2086,左侧面部包块            ,1
2087,三度肿大              ,1
2088,右耳背包块             ,1
2089,疲乏                ,1
2090,膝窝疼痛              ,1
2091,右侧面部蜂窝织炎          ,1
2092,左侧眉梢包块            ,1
2093,皮疹毛细血管瘤           ,1
2094,淋巴管瘤介入术后          ,1
2095,DM                ,1
2096,右耳廓炎              ,1
2097,头颅囊肿              ,1
2098,生理性胃食道反流          ,1
2099,嘴角向左歪斜            ,1
2100,左足拇指色素沉着          ,1
2101,AHC               ,1
2102,嗜酸性细胞增高           ,1
2103,右侧乳房白点原因          ,1
2104,手足口病治愈            ,1
2105,脓毒性休克             ,1
2106,体液免疫降低            ,1
2107,语言沟通              ,1
2108,双侧足筋膜炎            ,1
2109,小腿发冷原因            ,1
2110,家族性低血磷性佝偻病        ,1
2111,脾脏长大原因待查          ,1
2112,左上臂淋巴管瘤           ,1
2113,过敏性皮肤瘙痒           ,1
2114,视网膜萎缩             ,1
2115,前额突出原因            ,1
2116,临床下电发放            ,1
2117,左侧滑动性睾丸           ,1
2118,右侧面颊蜂窝组织炎         ,1
2119,右侧下颌角淋巴结炎         ,1
2120,右手六指              ,1
2121,屏气加压后右侧颈内静脉扩张     ,1
2122,胸部黑色素痣            ,1
2123,双侧室管膜囊性占位         ,1
2124,反复患化脓性扁桃体炎        ,1
2125,双眼睑红肿             ,1
2126,肠胃炎               ,1
2127,心累原因              ,1
2128,左眼上睑血管瘤           ,1
2129,胃肠痉挛              ,1
2130,左颈后淋巴结长大          ,1
2131,预防钙缺乏             ,1
2132,双侧乳房不等大           ,1
2133,Crouzon综合征        ,1
2134,胎儿右双出口            ,1
2135,肚脐分泌物             ,1
2136,口周皮疹              ,1
2137,阴茎扭转              ,1
2138,血肿肌化              ,1
2139,早熟                ,1
2140,纤维腺瘤              ,1
2141,腹膜后包块             ,1
2142,双侧斜疝              ,1
2143,耳痛                ,1
2144,预防尿布疹要求开药         ,1
2145,MS                ,1
2146,脐部有渗血             ,1
2147,肝功能受损原因           ,1
2148,猫抓病               ,1
2149,不良喂养行为            ,1
2150,生长速度正常            ,1
2151,临床下发作             ,1
2152,先天性结核病            ,1
2153,ALL停药复诊           ,1
2154,蛛网膜下腔囊肿           ,1
2155,房间隔缺损介入术后半年       ,1
2156,重度阴茎发育不良          ,1
2157,产前检查              ,1
2158,主动脉弓离断            ,1
2159,中线型微静脉畸形          ,1
2160,胎儿轻度三尖瓣反流         ,1
2161,精神迟滞              ,1
2162,说话结巴              ,1
2163,AK                ,1
2164,意识异常              ,1
2165,腹腔囊肿              ,1
2166,左肾偏小              ,1
2167,缺血缺氧脑病            ,1
2168,EBV感染             ,1
2169,自觉感觉              ,1
2170,肛门轻度脱垂            ,1
2171,头皮囊肿              ,1
2172,增长缓慢              ,1
2173,慢性肾小球肾炎           ,1
2174,生长发育开药            ,1
2175,左上臂色素沉着斑          ,1
2176,NS复发急性期           ,1
2177,颅内肿瘤              ,1
2178,腹痛呕吐              ,1
2179,下颌正中包块            ,1
2180,右侧卵巢稍大            ,1
2181,右侧眼睑下垂            ,1
2182,男性青春期乳房早发育        ,1
2183,颅内出血Ⅱ级            ,1
2184,左下肢肿胀             ,1
2185,慢性粒细胞性白血病移植后      ,1
2186,PA                ,1
2187,肺大泡               ,1
2188,后鼻道涕流             ,1
2189,结脑                ,1
2190,换新卡就诊             ,1
2191,感染性心内膜炎复发         ,1
2192,二尖瓣轻度反流           ,1
2193,松果体占位生殖细胞瘤术后      ,1
2194,腋窝                ,1
2195,皮肤过敏              ,1
2196,酶学指标异常            ,1
2197,锁骨骨折              ,1
2198,滑膜囊肿              ,1
2199,左眼包块              ,1
2200,迷走张力增高            ,1
2201,右下肢皮肤擦伤           ,1
2202,脑梗塞后遗症            ,1
2203,双侧膝外翻畸形           ,1
2204,痤疮                ,1
2205,外伤性唇炎             ,1
2206,喂养咨询              ,1
2207,先天性鱼鳞病            ,1
2208,肠胃功能紊乱            ,1
2209,酮症酸中毒             ,1
2210,腋窝下包块             ,1
2211,右颈部结节             ,1
2212,动脉导管结扎术后          ,1
2213,二尖瓣闭锁             ,1
2214,左眼球发育畸形           ,1
2215,髓鞘化不良             ,1
2216,左眼看不见原因           ,1
2217,h                 ,1
2218,胸椎管内占位术后          ,1
2219,左耳囊肿              ,1
2220,急性上呼吸道感染了         ,1
2221,腋窝淋巴结增生           ,1
2222,结核性颈淋巴结炎          ,1
2223,嘴唇肿胀原因            ,1
2224,左肾缺如              ,1
2225,先天性喉鸣             ,1
2226,尿道感染              ,1
2227,左室心肌致密化不全         ,1
2228,交叉叉腿综合症           ,1
2229,颈部静脉窦             ,1
2230,左前半分支阻滞           ,1
2231,高β                ,1
2232,喉间痰响              ,1
2233,左测鞘膜积液            ,1
2234,四肢发麻原因            ,1
2235,糖类抗原增高原因待查        ,1
2236,双侧耳后              ,1
2237,McCune            ,1
2238,冠脉动脉扩张            ,1
2239,血友病乙              ,1
2240,要求开心脏彩超           ,1
2241,血钙磷高              ,1
2242,心肌功能不全            ,1
2243,高Phe              ,1
2244,左侧扁桃体上赘生物         ,1
2245,左大腿肿胀             ,1
2246,颈部斑状血管瘤           ,1
2247,颈椎活动障碍            ,1
2248,咽喉壁滤泡             ,1
2249,发育提前              ,1
2250,新生儿毒性红斑           ,1
2251,口周发青原因            ,1
2252,睡眠期肌阵挛            ,1
2253,右手拇指多指            ,1
2254,右侧背部血管瘤           ,1
2255,肌张力低下             ,1
2256,冠状动脉瘘             ,1
2257,川崎病冠状动脉扩张         ,1
2258,母乳                ,1
2259,左膝外伤              ,1
2260,先天性肌性斜颈           ,1
2261,发作时视力障碍           ,1
2262,硬肿                ,1
2263,大静脉先天畸形           ,1
2264,指营养不良             ,1
2265,运动后胸闷             ,1
2266,失神                ,1
2267,日已就诊              ,1
2268,双手掌烫伤             ,1
2269,右耳后淋巴结            ,1
2270,重复肾术后             ,1
2271,肌张力高              ,1
2272,系降低               ,1
2273,水痘痊愈              ,1
2274,右肩部血管瘤            ,1
2275,渗出性多形红斑           ,1
2276,哮喘复发              ,1
2277,脑白质损伤             ,1
2278,心肌致密化不全待排         ,1
2279,怀疑误服草甘膦后          ,1
2280,肌张力障碍             ,1
2281,短PR综合征            ,1
2282,左食指虫咬皮炎           ,1
2283,之前给他有             ,1
2284,疱疹性炎咽峡炎           ,1
2285,功能性单心室            ,1
2286,支原体阳性             ,1
2287,转换障碍              ,1
2288,左侧小腿腓肠肌肥大         ,1
2289,垂体信号不均匀           ,1
2290,重度积水              ,1
2291,面部疱疹              ,1
2292,SE                ,1
2293,脑炎痊愈              ,1
2294,左耳疼痛              ,1
2295,牙齿发育异常            ,1
2296,语言表达能力迟缓          ,1
2297,右手臂皮肤血管瘤          ,1
2298,腹膜后来源肿瘤           ,1
2299,婴儿湿疹              ,1
2300,肠系膜上淋巴结长大         ,1
2301,左足背               ,1
2302,骨矿化不良             ,1
2303,右眼睑血管瘤            ,1
2304,颌下淋巴结炎原因          ,1
2305,右房                ,1
2306,头颅血肿肌化            ,1
2307,左手腕包块             ,1
2308,肝右叶钙化灶            ,1
2309,双下肢肌张力增高原因        ,1
2310,左侧面部白斑            ,1
2311,面部皮疹              ,1
2312,骨刺                ,1
2313,川崎病后遗期            ,1
2314,高胰岛素血症血症          ,1
2315,下肢肌力异常            ,1
2316,发热两系低             ,1
2317,左上肢皮下结节           ,1
2318,心电图不完右            ,1
2319,三趾并趾              ,1
2320,阵发性腹痛             ,1
2321,髋关节               ,1
2322,贫血复诊              ,1
2323,外耳道畸形             ,1
2324,颅咽管瘤术后多种激素异常      ,1
2325,肾病复发              ,1
2326,紫癜性肾病             ,1
2327,面部皮肤色素脱失原因待排      ,1
2328,枕后淋巴结增大           ,1
2329,ＶＤ不足              ,1
2330,肋骨外翻              ,1
2331,肝功异常原因            ,1
2332,粒细胞敬减少症           ,1
2333,下眼睑浮肿             ,1
2334,头皮包块              ,1
2335,失血性               ,1
2336,包皮撕裂伤             ,1
2337,心脏起搏器术后           ,1
2338,过敏性紫癜复发           ,1
2339,霍奇金淋巴瘤复诊          ,1
2340,主动脉瓣狭窄术后          ,1
2341,诊断                ,1
2342,APTT稍延长           ,1
2343,包皮垢炎              ,1
2344,左侧腘窝囊肿            ,1
2345,右肩下方血管瘤           ,1
2346,枕部及耳后淋巴结长大        ,1
2347,左手拇指不能伸直原因        ,1
2348,口唇血管瘤             ,1
2349,电击伤               ,1
2350,双侧股骨头缺血坏死         ,1
2351,取消就诊              ,1
2352,上消化道多发浅表溃疡        ,1
2353,右手蜂窝组织炎           ,1
2354,急性鼻窦炎             ,1
2355,主动脉缩窄             ,1
2356,指端脱皮              ,1
2357,骨龄身高矮身材           ,1
2358,综合征小眼畸形II型        ,1
2359,右冠状动脉局部稍扩张        ,1
2360,皮肤黄染原因            ,1
2361,频繁室性早搏            ,1
2362,挂号有误              ,1
2363,系膜增生性肾小球肾炎        ,1
2364,髋关节轻度发育不良         ,1
2365,新型隐球菌             ,1
2366,三尖瓣少量反流           ,1
2367,已换卡就诊             ,1
2368,泌尿系感染             ,1
2369,神经血管性水肿           ,1
2370,腿酸                ,1
2371,右侧颈淋巴结炎           ,1
2372,全身多处骨质包块          ,1
2373,眶周蜂窝组织炎           ,1
2374,四肢震颤              ,1
2375,遗传性球型红细胞增多症       ,1
2376,VD不足治疗后           ,1
2377,双上肢肌张力增高          ,1
2378,入睡困难              ,1
2379,肝脏增大原因            ,1
2380,误吞硬币              ,1
2381,XI降低              ,1
2382,慢性皮炎              ,1
2383,体液免疫缺陷            ,1
2384,尿床咨询              ,1
2385,左面部表皮囊肿           ,1
2386,乙肝病毒感染            ,1
2387,咽部疱疹              ,1
2388,肝门静脉海绵样变          ,1
2389,隔瓣下型              ,1
2390,DSD               ,1
2391,VSD自愈             ,1
2392,左下肢周围神经损伤         ,1
2393,精神语言发育落后          ,1
2394,h可疑阳性             ,1
2395,右脚脓疱疮             ,1
2396,喉软骨发育不全           ,1
2397,阑尾炎待排             ,1
2398,色素斑               ,1
2399,IGF               ,1
2400,肾病综合症复发           ,1
2401,大便失控              ,1
2402,提睾肌挛缩             ,1
2403,反复咽峡炎             ,1
2404,颅内血管畸形            ,1
2405,视神经炎              ,1
2406,大便隐血阳性            ,1
2407,噬酸性细胞增高           ,1
2408,肺动脉间隔缺损介入术后       ,1
2409,异常习惯              ,1
2410,锌缺乏症              ,1
2411,三度房室传导阻滞          ,1
2412,过敏变态反应性疾患         ,1
2413,眼睑皮肤松垂            ,1
2414,纵隔占位病变            ,1
2415,左髋关节滑膜炎           ,1
2416,精神运动发育迟缓          ,1
2417,先天性交叉肋            ,1
2418,右面颊部蜂窝组织炎         ,1
2419,轻微缺铁              ,1
2420,淋球菌阴道炎            ,1
2421,全身性发病             ,1
2422,腿部发育畸形            ,1
2423,多尿                ,1
2424,F                 ,1
2425,双腿抖动              ,1
2426,类传单综合征            ,1
2427,川崎病复查             ,1
2428,左侧颈部表皮脓肿          ,1
2429,家长告知今日不来就诊        ,1
2430,过敏性包皮炎            ,1
2431,DLBCL             ,1
2432,肛周溃疡              ,1
2433,单纯阴毛早现            ,1
2434,肺部炎性结节            ,1
2435,细菌性上感             ,1
2436,告知不来就诊            ,1
2437,腹部毛细血管瘤           ,1
2438,右枕部包块             ,1
2439,肢体抖动              ,1
2440,低水平               ,1
2441,左下肢活动障碍           ,1
2442,右侧阴囊囊性包块          ,1
2443,新生儿危险性高胆红素血症      ,1
2444,背部疱疹              ,1
2445,风湿热               ,1
2446,左房右室稍大            ,1
2447,左侧面瘫原因            ,1
2448,PS扩张术后            ,1
2449,左上肢疼痛             ,1
2450,左颞部淋巴结炎           ,1
2451,双手活动障碍            ,1
2452,嗜酸性粒细胞胃炎          ,1
2453,嘴唇粘膜下出血           ,1
2454,ALL要求开药           ,1
2455,脾脏切除术后血小板增高       ,1
2456,梅毒                ,1
2457,电话回复表示患儿已愈不来就诊    ,1
2458,颅内钙化              ,1
2459,腹部胀气              ,1
2460,颈部凹陷              ,1
2461,食物蛋白性小肠结肠炎        ,1
2462,双乳包块              ,1
2463,舞蹈症               ,1
2464,早搏                ,1
2465,高氨血症              ,1
2466,右肺中叶不张            ,1
2467,重度肺动脉瓣狭窄          ,1
2468,双侧腘窝包块            ,1
2469,阴茎肿大              ,1
2470,脑瘤放疗后骨髓抑制         ,1
2471,结直肠炎              ,1
2472,钙化                ,1
2473,孤独普系障碍            ,1
2474,神经退行性病变           ,1
2475,肌酶升高原因            ,1
2476,要求备用              ,1
2477,粘多糖病              ,1
2478,脑神经元移行障碍          ,1
2479,II度I型AVB          ,1
2480,头发少许变黄            ,1
2481,食物不耐受             ,1
2482,日已提前就诊            ,1
2483,牙龈肿胀              ,1
2484,右手震颤原因            ,1
2485,肝脏形态增大            ,1
2486,右髋骨疼痛             ,1
2487,叉腿综合征             ,1
2488,左眼泪囊炎             ,1
2489,梦呓                ,1
2490,疼痛                ,1
2491,四肢麻木              ,1
2492,鼻衄复诊              ,1
2493,小脑发育不良            ,1
2494,肺动脉吊带术后           ,1
2495,腹型                ,1
2496,右侧卵巢囊肿            ,1
2497,淋巴结               ,1
2498,外阴发育异常            ,1
2499,先天性心脏病介入术后        ,1
2500,男性乳房长大原因          ,1
2501,右眼恶性横纹肌样瘤         ,1
2502,遗传代谢病             ,1
2503,脱髓鞘病              ,1
2504,桥本氏甲状腺炎           ,1
2505,右踝关节肿胀            ,1
2506,腮腺囊肿              ,1
2507,左前臂小结节            ,1
2508,发量少               ,1
2509,先天性甲减             ,1
2510,手足口已愈             ,1
2511,右侧乳房皮肤感染          ,1
2512,亚历山大病             ,1
2513,左颈部包块             ,1
2514,残存左上腔静脉           ,1
2515,偏身肥大              ,1
2516,急性肠胃炎             ,1
2517,右肾多囊肾             ,1
2518,HBE               ,1
2519,右侧脑损伤             ,1
2520,左侧耳廓畸形            ,1
2521,右侧膝关节外侧肿胀         ,1
2522,脑白质病              ,1
2523,白质发育不良或白质脱髓鞘改变    ,1
2524,新生儿脓毒症            ,1
2525,睡眠中手足抖动           ,1
2526,血铅稍高              ,1
2527,先天遗传代谢疾病          ,1
2528,听力受损              ,1
2529,跌倒发作              ,1
2530,皮肤角质化             ,1
2531,非流行性腮腺炎           ,1
2532,胎儿左侧小腿及左足皮下水肿     ,1
2533,遗传代谢脑病或脑白质营养不良    ,1
2534,阴唇粘连              ,1
2535,鳃裂瘘               ,1
2536,癫痫术后              ,1
2537,十二指肠球部多发溃疡        ,1
2538,非流行性              ,1
2539,排便迟滞              ,1
2540,过敏性休克             ,1
2541,左肾尿路结晶            ,1
2542,脑膜刺激征             ,1
2543,单侧乳房发育            ,1
2544,右侧腹股沟淋巴结炎         ,1
2545,频复发               ,1
2546,视物模糊原因            ,1
2547,尿布皮疹              ,1
2548,乙肝小三阳             ,1
2549,揉眼睛原因             ,1
2550,阴茎异常              ,1
2551,双眼视力低下            ,1
2552,枕顶部结节             ,1
2553,右肺胸腔少量积液          ,1
2554,胆结石               ,1
2555,头皮疖疮              ,1
2556,腹股沟淋巴结长大          ,1
2557,腹膜透析              ,1
2558,肛周瘙痒              ,1
2559,品行不良              ,1
2560,上唇息肉              ,1
2561,深吸气               ,1
2562,心跳慢               ,1
2563,外周性性早熟药物性         ,1
2564,低TSH              ,1
2565,溶血性贫血原因           ,1
2566,右侧多囊肾             ,1
2567,肺部挫伤              ,1
2568,左侧阴囊包块            ,1
2569,骶尾部畸胎瘤            ,1
2570,肥厚性鼻炎             ,1
2571,病毒                ,1
2572,大便带血丝原因           ,1
2573,产前咨询胎儿静脉导管缺如      ,1
2574,发育异常              ,1
2575,梦游                ,1
2576,先天性肺发育不良          ,1
2577,ADEM              ,1
2578,主动脉瓣下垂            ,1
2579,左侧乳腺皮肤感染          ,1
2580,代谢综合征             ,1
2581,左睑管腺炎             ,1
2582,颅内出血Ⅲ级            ,1
2583,肾上腺皮脂增生           ,1
2584,早产儿脑白质病变          ,1
2585,EB病毒感染后           ,1
2586,颈部淋巴结反应性增生        ,1
2587,二尖瓣脱垂术后           ,1
2588,右侧腹股沟疝            ,1
2589,半卵圆中心软化灶          ,1
2590,右侧下鼻甲肥大           ,1
2591,其它                ,1
2592,右侧睾丸缺如            ,1
2593,未见患儿              ,1
2594,VD低线              ,1
2595,房间隔两处小缺损          ,1
2596,个抗体阳性             ,1
2597,脾脏稍长大             ,1
2598,完全性心内膜垫缺损         ,1
2599,哭闹后屏气             ,1
2600,遗传性耳聋携带者          ,1
2601,双侧腹股沟疝            ,1
2602,PS轻度              ,1
2603,皮肤色素斑             ,1
2604,左侧腋窝包块            ,1
2605,歪嘴综合征             ,1
2606,小便失禁              ,1
2607,上腹部               ,1
2608,检查镇静开药            ,1
2609,生长不良              ,1
2610,双膝关节腿痛            ,1
2611,右手掌瘢痕挛缩           ,1
2612,部分性隐匿性阴茎          ,1
2613,先心病房间隔缺损          ,1
2614,HLH停药观察           ,1
2615,结核性胸膜炎            ,1
2616,右侧室管膜下小囊肿         ,1
2617,左管状动脉             ,1
2618,多动倾向              ,1
2619,双肺肺炎              ,1
2620,睡眠欠佳              ,1
2621,皮肤包块咨询            ,1
2622,抗O增高原因            ,1
2623,新生儿高疸             ,1
2624,高碱性磷酸酶血症          ,1
2625,原发性纤毛运动障碍综合征      ,1
2626,双室长大              ,1
2627,脉管瘤               ,1
2628,夜哭原因              ,1
2629,右位心               ,1
2630,反复过敏性皮疹           ,1
2631,泌尿系畸形             ,1
2632,地中海贫血中间型          ,1
2633,会阴轻度水肿视网膜         ,1
2634,枕后淋巴结扪及           ,1
2635,运动发育稍落后           ,1
2636,左耳垂下包块            ,1
2637,膀胱过度活动综合征         ,1
2638,生理性食道反流           ,1
2639,先天性肾积水            ,1
2640,胎儿双肾积水            ,1
2641,腹部囊肿              ,1
2642,咽腭弓息肉             ,1
2643,乳腺包块              ,1
2644,淋巴瘤待排             ,1
2645,脐膨出               ,1
2646,右侧脑室内囊性占位术后       ,1
2647,USES              ,1
2648,胸壁畸形              ,1
2649,增高要求开长效青霉素注射      ,1
2650,感染性咳嗽             ,1
2651,右眼睑下垂             ,1
2652,小卵圆孔未闭            ,1
2653,健康咨询              ,1
2654,移码突变              ,1
2655,外阴痒               ,1
2656,髋关节不良             ,1
2657,胃肠不适              ,1
2658,胸部淋巴管瘤术后          ,1
2659,非霍奇               ,1
2660,肺动脉瓣轻度反流          ,1
2661,上肢不能伸直            ,1
2662,眼睑红肿原因            ,1
2663,胎儿左肾缺如或发育不全       ,1
2664,尖足                ,1
2665,舌腺泡状软组织肉瘤切除术后     ,1
2666,疱疹性口周炎            ,1
2667,失神性癫痫             ,1
2668,左脚黑色素痣            ,1
2669,扁平足               ,1
2670,先天性脑发育不全          ,1
2671,婴儿血管瘤             ,1
2672,呼吸增快              ,1
2673,枕部毛细血管瘤           ,1
2674,复杂型               ,1
2675,胎儿腹腔占位            ,1
2676,奶粉不耐受             ,1
2677,前胸疼痛              ,1
2678,急性溶血性贫血           ,1
2679,发作性胸闷             ,1
2680,气道发育异常            ,1
2681,分泌性中耳炎            ,1
2682,实验用药              ,1
2683,宫内肾积水可能           ,1
2684,右耳化脓性中耳炎          ,1
2685,喉支炎               ,1
2686,右侧颈部淋巴结炎          ,1
2687,RETT综合征           ,1
2688,脾功能亢进             ,1
2689,心律失常要求开检查         ,1
2690,膀胱输尿反流            ,1
2691,新生儿脐炎             ,1
2692,左侧精原细胞瘤           ,1
2693,肝功能损害             ,1
2694,肠道过敏              ,1
2695,左乳头软组织炎           ,1
2696,阴蒂肥大              ,1
2697,胎儿                ,1
2698,血小板减少复诊           ,1
2699,双踝关节              ,1
2700,左小腿血管畸形           ,1
2701,手足肿胀              ,1
2702,右颈部淋巴结肿大          ,1
2703,预防皮疹              ,1
2704,颏下包块              ,1
2705,右手拇指缩窄性腱鞘炎        ,1
2706,双眼睑水肿             ,1
2707,左前分支阻滞            ,1
2708,舌头肥厚              ,1
